femenino,Elsy,Archuleta,CRA 53 # 36 - 49,Neiva,ElsyArchuletaOrellana@jourrapide.com,3159887542,8/10/1954,66,17585944,O+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,10/06/2021,10:20,Sinovac
femenino,Luisina,Marroquín,CRA 97 # 44 - 67,Cartagena,LuisinaMarroquinAlcala@dayrep.com,3145439019,4/12/1936,85,35078859,A+,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12/06/2021,10:40,Sinovac
masculino,Nehuén,Tórrez,TRANSV 90 # 75 - 78,Manizales,NehuenTorrezSantana@jourrapide.com,3128137577,10/1/1975,45,68030222,O+,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,27/05/2021,10:20,Moderna
masculino,Netanel,Bernal,CRA 33 # 26 - 47,Floridablanca,NetanelBernalMenchaca@cuvox.de,3105932523,11/14/1940,80,80282736,O-,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,08/06/2021,11:20,Pfizer
masculino,Gyorgy,Vega,CRA 59 # 8 - 28,Envigado,GyorgyVegaCortez@dayrep.com,3205737182,8/16/1985,35,46096656,B+,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,01/06/2021,11:20,Moderna
femenino,Germana,Serna,TRANSV 82 # 95 - 81,Envigado,GermanaSernaPuente@superrito.com,3017153879,5/15/1997,24,76961164,A+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,26/05/2021,11:00,AstraZeneca
masculino,Adonías,Espinoza,CRA 51 # 30 - 80,Neiva,AdoniasEspinozaEspino@fleckens.hu,3107149098,8/2/1958,62,75519181,B+,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,29/05/2021,11:00,AstraZeneca
femenino,Brigitte,Haro,CRA 7 # 54 - 90,Envigado,BrigitteHaroPadron@dayrep.com,3156795551,5/22/1931,90,62967306,A+,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,29/05/2021,10:40,AstraZeneca
masculino,Ordoño,Veliz,DIAG 31 # 65 - 67,Villavicencio,OrdonoVelizPineda@superrito.com,3007377873,11/21/1993,27,27548249,O+,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,08/06/2021,11:00,Moderna
masculino,Inacayal,Guzmán,CRA 67 # 42 - 11,Floridablanca,InacayalGuzmanDiaz@superrito.com,3157712698,11/26/1989,31,73931497,O+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,30/05/2021,10:20,AstraZeneca
masculino,José Luis,Fuentes,TRANSV 85 # 5 - 49,Neiva,JoseLuisFuentesManzanares@fleckens.hu,3105561777,8/11/1950,70,77764959,A+,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,05/06/2021,11:20,Pfizer
masculino,Naike,Mesa,DIAG 72 # 71 - 27,Santa Marta,NaikeMesaBenavides@cuvox.de,3117113775,4/19/1955,66,85897882,O+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26/05/2021,10:40,AstraZeneca
femenino,Liz,Nevarez,CRA 61 # 7 - 59,Manizales,LizNevarezCepeda@gustr.com,3128366973,2/27/1958,63,59054274,O+,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,13/06/2021,11:00,AstraZeneca
femenino,Sasha,Tijerina,TRANSV 46 # 4 - 58,Neiva,SashaTijerinaArmenta@teleworm.us,3006279441,8/9/2002,18,65905380,A+,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,03/06/2021,10:00,Moderna
masculino,Esaú,Cortés,CRA 86 # 10 - 95,Cartagena,EsauCortesDominquez@teleworm.us,3157960773,8/1/1980,40,66688371,O-,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,31/05/2021,10:00,Pfizer
femenino,Licia,Escamilla,CLL 33 # 59 - 50,Ibague,LiciaEscamillaGuajardo@fleckens.hu,3106573966,1/26/1960,61,17776257,O+,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,28/05/2021,11:00,Moderna
femenino,Collipal,Franco,CRA 68 # 58 - 13,Armenia,CollipalFrancoCaballero@rhyta.com,3137380105,5/3/2005,16,44128933,B+,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,04/06/2021,10:40,Sinovac
femenino,Teofanía,Apodaca,CRA 22 # 34 - 75,Santa Marta,TeofaniaApodacaNajera@armyspy.com,3106387380,1/6/1933,88,34463497,O+,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11/06/2021,11:20,Pfizer
femenino,Xochilt,Fuentes,DIAG 42 # 86 - 32,Bello,XochiltFuentesAleman@cuvox.de,3116115844,7/13/1979,41,20315712,A+,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,03/06/2021,10:20,Moderna
masculino,Arthur,Fonseca,CRA 48 # 58 - 2,Buenaventura,ArthurFonsecaColon@gustr.com,3136305020,8/9/1945,75,39038751,A+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,13/06/2021,10:20,AstraZeneca
femenino,Anastasie,Urbina,TRANSV 78 # 48 - 44,Popayan,AnastasieUrbinaCotto@dayrep.com,3106151435,5/4/1956,65,64275845,O+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,26/05/2021,11:20,Moderna
femenino,Tarsicia,Canales,CLL 10 # 77 - 60,Bucaramanga,TarsiciaCanalesGuardado@gustr.com,3106422839,3/29/1939,82,40363943,AB+,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,10/06/2021,11:40,Moderna
femenino,Noe,Tijerina,CRA 42 # 41 - 16,Monteria,NoeTijerinaSerrato@dayrep.com,3136164988,2/8/1971,50,30240442,A+,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,3,08/06/2021,10:40,Moderna
femenino,Bella,Carreón,TRANSV 14 # 72 - 55,Envigado,BellaCarreonCeballos@fleckens.hu,3127511243,9/8/1981,39,15037902,O+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,12/06/2021,10:20,AstraZeneca
masculino,Acab,Almaraz,CRA 59 # 23 - 8,Dosquebradas,AcabAlmarazQuiroz@superrito.com,3165134784,2/12/1950,71,45888321,O-,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,05/06/2021,10:40,Sinovac
masculino,Arador,Balderas,CLL 78 # 92 - 88,Armenia,AradorBalderasVallejo@einrot.com,3158078877,10/13/1937,83,23641960,O+,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,13/06/2021,10:40,AstraZeneca
masculino,Nolberto,Palomino,DIAG 77 # 44 - 76,Bogota,NolbertoPalominoCorrales@dayrep.com,3105840560,10/31/1980,40,19876304,O+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,3,28/05/2021,11:20,Pfizer
femenino,Rayén,Orozco,TRANSV 72 # 22 - 31,Floridablanca,RayenOrozcoMontoya@fleckens.hu,3106102809,4/13/1936,85,42661631,B+,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,30/05/2021,10:20,AstraZeneca
femenino,Numeria,Mendoza,CLL 12 # 7 - 18,Floridablanca,NumeriaMendozaAcevedo@gustr.com,3165536842,10/5/1955,65,66813909,B+,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,09/06/2021,10:20,AstraZeneca
masculino,Sofanor,Amaya,DIAG 84 # 26 - 4,Valledupar,SofanorAmayaVerdugo@superrito.com,3206016632,6/6/1933,88,57753059,O+,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,11/06/2021,11:20,Pfizer
femenino,Yvette,Negrete,TRANSV 32 # 72 - 27,Medellin,YvetteNegreteTorrez@superrito.com,3167439187,12/18/1953,67,81981685,A-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,09/06/2021,10:40,AstraZeneca
masculino,Clodoveo,Limón,TRANSV 58 # 63 - 18,Ibague,ClodoveoLimonAbrego@gustr.com,3138204455,6/2/1962,59,83488630,O+,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,3,06/06/2021,10:40,Moderna
femenino,Gabina,Villareal,CRA 91 # 37 - 40,Envigado,GabinaVillarealTamayo@fleckens.hu,3119877887,7/13/1936,84,54290855,O+,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,06/06/2021,11:20,Sinovac
femenino,Liz,Saldana,TRANSV 29 # 32 - 43,Bello,LizSaldanaEsparza@superrito.com,3138397573,4/30/1935,86,15970137,O+,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,29/05/2021,11:40,Pfizer
femenino,Joselín,Lozano,DIAG 75 # 38 - 77,Palmira,JoselinLozanoBermudez@gustr.com,3206700297,5/26/1993,28,83504412,O+,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,3,08/06/2021,11:40,Sinovac
femenino,Eufrasia,Nieto,CRA 62 # 72 - 95,Armenia,EufrasiaNietoRubio@armyspy.com,3146275211,11/12/1976,44,58786483,A+,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10/06/2021,10:00,AstraZeneca
masculino,Aristóbulo,Portillo,CRA 39 # 10 - 85,Monteria,AristobuloPortilloQuintana@rhyta.com,3207437062,5/16/1940,81,56284447,A+,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,02/06/2021,11:20,Sinovac
masculino,Isachar,Alvarez,CLL 41 # 21 - 7,Envigado,IsacharAlvarezHernadez@jourrapide.com,3128848792,5/15/1962,59,63045716,O+,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,03/06/2021,10:20,AstraZeneca
femenino,Joselín,Palomino,TRANSV 91 # 57 - 28,Soacha,JoselinPalominoLeyva@cuvox.de,3115096274,11/28/1982,38,60794445,A+,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,30/05/2021,11:40,AstraZeneca
masculino,Norman,Domínguez,TRANSV 98 # 69 - 24,Ibague,NormanDominguezSoto@jourrapide.com,3156578549,8/10/1932,88,30096568,A+,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,01/06/2021,10:40,Moderna
masculino,Anatolio,Lomeli,TRANSV 1 # 31 - 99,Valledupar,AnatolioLomeliAlcantar@cuvox.de,3158494948,6/27/1939,81,85734640,O-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,06/06/2021,10:00,Pfizer
femenino,Naida,Fajardo,TRANSV 37 # 3 - 46,Dosquebradas,NaidaFajardoAlcala@dayrep.com,3106237488,12/29/1974,46,29284063,O+,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,06/06/2021,11:00,AstraZeneca
femenino,Queila,Jáquez,CRA 69 # 79 - 16,Buenaventura,QueilaJaquezLeiva@rhyta.com,3159813798,2/15/1938,83,35230408,A+,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,03/06/2021,11:00,Moderna
femenino,Beattie,Puga,TRANSV 74 # 73 - 69,Monteria,BeattiePugaEnriquez@dayrep.com,3018212775,10/19/1945,75,76412484,B+,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,04/06/2021,10:20,Moderna
femenino,Judith,Ríos,CRA 45 # 62 - 20,Soacha,JudithRiosBueno@jourrapide.com,3016233968,10/13/1935,85,62808870,O+,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,09/06/2021,10:40,Moderna
femenino,Jésica,Sarabia,TRANSV 80 # 21 - 84,Neiva,JesicaSarabiaOlivas@jourrapide.com,3126903637,11/10/1953,67,40295388,O+,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,25/05/2021,10:40,AstraZeneca
masculino,Sinesio,Aguirre,CRA 48 # 19 - 52,Pasto,SinesioAguirreMora@dayrep.com,3207949141,10/23/1935,85,49876553,O+,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,05/06/2021,11:20,Moderna
masculino,Eladio,Aguilera,CRA 15 # 45 - 31,Neiva,EladioAguileraSegura@cuvox.de,3206843625,1/5/1991,30,14716319,AB+,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,06/06/2021,10:00,Sinovac
masculino,Iwan,Mota,DIAG 76 # 75 - 65,Soacha,IwanMotaMaestas@rhyta.com,3205810421,10/8/1984,36,67863270,O+,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,08/06/2021,11:00,Moderna
masculino,Custodio,Rodríguez,CLL 72 # 39 - 60,Buenaventura,CustodioRodriguezCoronado@rhyta.com,3155589446,5/28/2002,19,73851487,B+,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,26/05/2021,10:00,AstraZeneca
femenino,Edelma,Cano,DIAG 84 # 52 - 39,Cali,EdelmaCanoAguayo@gustr.com,3145838221,6/5/1969,52,84535585,A+,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,31/05/2021,11:20,AstraZeneca
masculino,Valderrama,Ballesteros,DIAG 3 # 1 - 44,Soacha,ValderramaBallesterosGuerrero@teleworm.us,3139904038,1/17/1948,73,47029962,B+,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,07/06/2021,10:00,Sinovac
masculino,Juanelo,Alcantar,TRANSV 6 # 27 - 47,Valledupar,JuaneloAlcantarMaya@jourrapide.com,3208884071,10/15/1947,73,11556516,B+,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,01/06/2021,10:20,Moderna
femenino,Tea,Guajardo,TRANSV 53 # 96 - 66,Cartagena,TeaGuajardoChapa@armyspy.com,3146084530,8/12/1948,72,86130247,B+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,10/06/2021,10:20,Moderna
masculino,Archibaldo,Molina,TRANSV 70 # 63 - 10,Manizales,ArchibaldoMolinaFarias@jourrapide.com,3158968317,8/1/1935,85,59567092,A+,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,11/06/2021,10:20,Moderna
masculino,Folco,Mora,CRA 75 # 26 - 91,Valledupar,FolcoMoraPatino@rhyta.com,3117668135,10/8/1944,76,87896252,O+,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,01/06/2021,11:00,AstraZeneca
masculino,Ittmar,Delgado,CRA 74 # 14 - 28,Cartagena,IttmarDelgadoToledo@teleworm.us,3137974952,7/5/1938,82,58559807,O+,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,02/06/2021,11:20,AstraZeneca
masculino,Mijail,Varela,CLL 8 # 32 - 64,Ibague,MijailVarelaCollado@dayrep.com,3146452224,1/17/2001,20,17683893,B+,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,29/05/2021,11:00,Moderna
masculino,Tarquino,Ulibarri,TRANSV 11 # 91 - 63,Cartagena,TarquinoUlibarriValadez@fleckens.hu,3017467505,10/16/1991,29,23205470,A-,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,01/06/2021,11:20,Sinovac
masculino,Phillip,Rangel,CLL 24 # 85 - 54,Buenaventura,PhillipRangelGuevara@teleworm.us,3168973445,11/13/1993,27,78786062,B-,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,02/06/2021,10:20,AstraZeneca
masculino,Ellis,Zayas,TRANSV 96 # 76 - 58,Villavicencio,EllisZayasAlmanza@dayrep.com,3159354157,8/1/1984,36,52877603,AB+,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12/06/2021,10:20,Sinovac
masculino,Otón,Paez,TRANSV 3 # 43 - 64,Sincelejo,OtonPaezRuvalcaba@superrito.com,3158707910,2/9/1984,37,61334101,AB+,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,05/06/2021,10:40,Pfizer
femenino,Yocasta,Rosado,CRA 60 # 8 - 63,Medellin,YocastaRosadoGiron@armyspy.com,3139704990,8/8/1937,83,58628824,O+,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13/06/2021,11:40,AstraZeneca
masculino,Gotardo,Serna,CLL 29 # 46 - 92,Tumaco,GotardoSernaHaro@rhyta.com,3118756517,11/3/1969,51,82857040,O+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,28/05/2021,10:40,Sinovac
femenino,Kathy,Valenzuela,TRANSV 40 # 16 - 34,Manizales,KathyValenzuelaRael@rhyta.com,3207964156,8/7/1956,64,16596534,B+,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12/06/2021,10:40,AstraZeneca
femenino,Saidi,Arreola,TRANSV 43 # 97 - 40,Pereira,SaidiArreolaLovato@jourrapide.com,3117662514,1/18/1987,34,28051969,O+,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,31/05/2021,11:00,AstraZeneca
masculino,Alvaro,Tapia,CRA 87 # 32 - 30,Dosquebradas,AlvaroTapiaNegrete@fleckens.hu,3147935648,8/29/1950,70,88564522,A+,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,29/05/2021,10:20,AstraZeneca
masculino,Pacífico,Mateo,CLL 67 # 83 - 17,Santa Marta,PacificoMateoMagana@superrito.com,3117732075,12/19/1964,56,87848068,A-,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,02/06/2021,11:00,AstraZeneca
masculino,Heberto,Gurule,CRA 24 # 75 - 21,Villavicencio,HebertoGuruleLuna@einrot.com,3127878569,3/20/2005,16,27304363,A+,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,3,04/06/2021,10:20,Moderna
femenino,Yesica,Ceballos,DIAG 28 # 23 - 22,Cartagena,YesicaCeballosBernal@fleckens.hu,3107622561,9/16/1965,55,34014359,O-,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,05/06/2021,10:40,AstraZeneca
femenino,Karitte,Canales,CRA 31 # 36 - 16,Tumaco,KaritteCanalesTorres@superrito.com,3159165954,11/30/1941,79,56966070,O+,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,02/06/2021,11:00,Pfizer
femenino,Liz,Suárez,TRANSV 8 # 89 - 67,Soledad,LizSuarezSalinas@jourrapide.com,3208760168,10/11/1962,58,30787545,A+,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,06/06/2021,10:40,Pfizer
femenino,Melina,Barrera,TRANSV 27 # 47 - 96,Bucaramanga,MelinaBarreraVillalpando@einrot.com,3139014940,1/21/1976,45,60286678,A+,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,06/06/2021,10:00,Moderna
masculino,Quinto,Casas,DIAG 45 # 14 - 70,Pereira,QuintoCasasSauceda@dayrep.com,3117309999,12/7/1951,69,59874753,O+,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,03/06/2021,10:20,Pfizer
femenino,Amarilis,Rivero,TRANSV 76 # 69 - 10,Dosquebradas,AmarilisRiveroOcasio@teleworm.us,3009508258,2/8/1954,67,46542927,B+,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,08/06/2021,10:40,Moderna
femenino,Idara,Ruiz,CRA 21 # 87 - 38,Soacha,IdaraRuizCarrasco@cuvox.de,3165173501,3/25/1965,56,55570347,A+,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,28/05/2021,10:20,AstraZeneca
masculino,Germain,Ceja,CRA 3 # 69 - 23,Bogota,GermainCejaOrnelas@superrito.com,3019159412,1/3/1978,43,10367226,A+,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,27/05/2021,11:20,Moderna
femenino,Lincoln,Ramos,DIAG 72 # 85 - 47,Neiva,LincolnRamosVargas@armyspy.com,3017729485,3/12/1959,62,14211018,A+,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,03/06/2021,11:00,AstraZeneca
femenino,Luminosa,Reyes,TRANSV 55 # 91 - 81,Pasto,LuminosaReyesCedillo@armyspy.com,3159639016,6/19/1969,51,83837071,AB+,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,3,30/05/2021,10:20,Pfizer
masculino,Barnie,Rodrígez,TRANSV 79 # 20 - 47,Sincelejo,BarnieRodrigezGastelum@superrito.com,3137393898,5/22/1989,32,58797437,A-,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,06/06/2021,10:20,AstraZeneca
femenino,Alegra,Maestas,TRANSV 43 # 59 - 49,Bucaramanga,AlegraMaestasMenendez@fleckens.hu,3207291044,2/3/1956,65,22023858,B+,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,26/05/2021,11:20,Moderna
femenino,Abra,Negrete,CRA 84 # 37 - 33,Popayan,AbraNegreteArmenta@cuvox.de,3119725540,9/26/1992,28,14522862,AB+,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,09/06/2021,10:00,Moderna
masculino,Niceas,Villaseñor,TRANSV 78 # 81 - 52,Tumaco,NiceasVillasenorSaenz@cuvox.de,3207601436,7/2/1972,48,40366153,O+,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3,02/06/2021,11:00,Moderna
masculino,Ibérico,Domínquez,TRANSV 62 # 85 - 16,Cartagena,IbericoDominquezArriaga@jourrapide.com,3128033228,9/24/1991,29,28268041,A+,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,02/06/2021,10:40,Pfizer
femenino,Francine,Gaitán,DIAG 85 # 81 - 45,Tumaco,FrancineGaitanOrellana@dayrep.com,3159746291,11/8/1940,80,18342336,A+,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,30/05/2021,11:20,Moderna
